Comune;Provincia;Categoria;Denominazione struttura;Indirizzo;Frazione;CAP;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Denominazione ente annuario;Tipologia alberghiera;Tipologia servizio;Codice esercizio ricettivo;Partita IVA;Codice localita;Altitudine;Numero unita;Numero posti letto;Prezzo massimo letto aggiunto;Tipologia unita;Posti letto;Prezzo;Prezzo massimo consumazione pasto;Codice;Servizi;Denominazione dipendenza;Comune dipendenza;Frazione dipendenza;Indirizzo dipendenza;Categoria dipendenza;Prezzo massimo letto aggiunto dipendenza;Prezzo massimo consumazione pasto dipendenza;Tipologia unita dipendenza;Posti letto dipendenza;Prezzo dipendenza
LEVICO TERME;TRENTO;3-stelle-s;AMBASSADOR;VIALE BELVEDERE, 50;;38056;0461-707101;0461-707231;info@hotel-ambassador.it;www.hotel-ambassador.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1464737;1385790223;420;506;66;140;55.00;jr-suite;;;27.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
LEVICO TERME;TRENTO;3-stelle-s;BELLARIA;VIA SELVA, 3;;38056;0461-706595;0461-707600;info@hotelbellaria.it;www.hotelbellaria.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1258759;1772820229;420;506;50;107;41.00;jr-suite;;;24.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
LEVICO TERME;TRENTO;3-stelle-s;CRISTALLO;VIA G. DE VETTORAZZI, 2;;38056;0461-706427;0461-706320;info@hotelcristallo.trentino.it;www.hotelcristallo.trentino.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1127352;1723120224;420;506;84;149;50.00;camera-con-bagno;1;140.00;50.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
LEVICO TERME;TRENTO;3-stelle-s;HOTEL AL SORRISO;VIA SEGANTINI, 14;;38056;0461-707029;0461-706202;info@hotelsorriso.it;www.hotelsorriso.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1124323;2013970229;420;506;62;117;75.00;suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
LEVICO TERME;TRENTO;3-stelle-s;HOTEL BAVARIA;VIALE BRENTA, 30;;38056;0461-707599;0461-706559;info@hotelbavaria.it;www.hotelbavaria.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1231364;1430440220;420;506;55;122;60.00;jr-suite;2;180.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
LEVICO TERME;TRENTO;3-stelle-s;HOTEL ELITE;VIA ROMA, 19;;38056;0461-706283;0461-702062;info@biohotelelite.it;www.biohotelelite.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1228968;1028140224;420;506;40;76;50.00;jr-suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
LEVICO TERME;TRENTO;3-stelle-s;PARK HOTEL DU LAC;LOCALITA' AL LAGO, 3;;38056;0461-706590;0461-707252;info@dulachotel.com;www.dulachotel.com;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1210568;480010222;420;506;52;114;100.00;jr-suite;2;230.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;PARK HOTEL DU LAC (DIP);LEVICO TERME;;LOCALITA' AL LAGO, 2;3-stelle;65.00;20.00;jr-suite;2;174.00
LEVICO TERME;TRENTO;4-stelle;BELLAVISTA RELAX HOTEL;VIALE VITTORIO EMANUELE III, 7;;38056;0461-706136;0461-706474;info@bellavistarelax.it;www.bellavistarelax.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1476766;836890228;420;506;85;152;80.00;jr-suite;;;40.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
LEVICO TERME;TRENTO;4-stelle;GRAND HOTEL IMPERIAL;VIA SILVA DOMINI, 1;;38056;0461-700512;0461-706079;info@hotel-imperial-levico.com;www.hotel-imperial-levico.com;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1203621;2403300227;420;506;81;193;100.00;suite;;;45.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
LONA-LASES;TRENTO;1-stella;DOLOMITI;VIA PROVINCIALE, 28;LONA;38040;0461-689204;0461-697029;info@albergodolomiti.net;www.albergodolomiti.net;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1170009;228790226;9499;694;14;24;22.00;camera-senza-bagno;1;32.00;14.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
LUSERNA;TRENTO;2-stelle;LUSERNARHOF;VIA TEZZE, 43/45;;38040;0464-788010;0464-788235;info@lusernarhof.it;www.lusernarhof.it;A.P.T. ALTIPIANI DI FOLGARIA LAVARONE LUSERNA;albergo;pensione-completa;1514158;1738100229;425;1335;13;27;40.00;bicamera-con-bagno;;;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MALE';TRENTO;2-stelle;GREEN BASE;VIALE 4 NOVEMBRE, 18;;38027;0463-901277;0463-901277;pensionepangrazzi@libero.it;www.valdisole.it/pensionepangrazzi;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1241545;2432220222;426;738;14;25;40.00;camera-con-bagno;1;52.00;22.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
MALE';TRENTO;2-stelle;HOTEL PULLER;PIAZZA GARIBALDI, 30;;38027;0463-901419;0463-901365;casirek@tin.it;;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1144652;104880224;426;738;39;67;40.00;camera-con-bagno;1;50.00;22.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALE';TRENTO;3-stelle;HOTEL ALLE ALPI;PIAZZA GIUSEPPE GARIBALDI, 12;;38027;0463-901145;0463-901941;info@hotelallealpi.com;www.hotelallealpi.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1509529;1100940228;426;738;34;65;45.00;bicamera-con-bagno;;;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALE';TRENTO;3-stelle;HOTEL RAUZI;VIA MOLINI, 27;;38027;0463-901228;0463-901697;hrauzi@tin.it;www.hotelrauzi.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1201696;1983650225;426;738;42;80;41.00;camera-con-bagno;1;60.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MALE';TRENTO;3-stelle-s;HOTEL BELLA DI BOSCO;VIA IV NOVEMBRE, 36;;38027;0463-901990;0463-903110;info@hotelbelladibosco.com;www.hotelbelladibosco.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1250845;1422450229;426;738;25;50;60.00;camera-con-bagno;1;70.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALE';TRENTO;3-stelle-s;HOTEL HENRIETTE;VIA TRENTO, 36;;38027;0463-902110;0463-902114;info@hotelhenriette.it;www.hotelhenriette.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1236802;483020228;426;738;39;82;60.00;suite;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALE';TRENTO;3-stelle-s;HOTEL MICHELA;VIA DEGLI ALPINI, 12;;38027;0463-901366;0463-901869;info@hotelmichela.com;www.hotelmichela.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1458143;312550221;426;738;28;45;65.00;camera-con-bagno;1;82.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALE';TRENTO;3-stelle-s;HOTEL SOLE;VIA MARCONI, 3;;38027;0463-902936;0463-901128;hotelsolemale@tin.it;www.trentinohotelsole.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1230714;1339970228;426;738;47;95;55.00;camera-con-bagno;2;150.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALE';TRENTO;3-stelle-s;LIBERTY HOTEL MALE';PIAZZA GARIBALDI, 33;;38027;0463-901105;0463-901740;info@libertyhotelmale.it;www.libertyhotelmale.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1191726;104810221;426;738;69;130;50.00;camera-con-bagno;1;85.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALOSCO;TRENTO;2-stelle;"CENTRO STUDI ""E. ZANCAN""";VIALE ALPINO, 8;;38013;0463-831342;0463-830408;theapaganin@fondazionezancan.it;www.fondazionezancan.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1327042;632830287;427;1041;15;18;25.00;camera-senza-bagno;1;45.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALOSCO;TRENTO;2-stelle;HOTEL GIUSY;VIALE BELVEDERE,  9;;38013;0463-830062;0463-839315;info@garnigiusy.it;www.garnigiusy.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1167602;1811430220;427;1041;9;17;35.00;camera-con-bagno;1;48.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MALOSCO;TRENTO;2-stelle;ROSALPINA;VIALE BELVEDERE, 34;;38013;0463-831186;0463-831186;info@hotel-rosalpina.it;www.hotel-rosalpina.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1247189;1102220223;427;1041;16;25;35.00;camera-con-bagno;1;55.00;22.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MALOSCO;TRENTO;3-stelle;BEL SOGGIORNO;VIA MIRAVALLE, 7;;38013;0463-831205;0463-831205;info@h-belsoggiorno.com;www.h-belsoggiorno.com;A.P.T. VALLE DI NON;albergo;pensione-completa;1223277;1412230227;427;1041;38;69;42.00;camera-con-bagno;1;51.00;17.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MALOSCO;TRENTO;3-stelle;BUCANEVE;VIALE BELVEDERE, 20;;38013;0463-831440;0463-831356;bucaneve@albergo-bucaneve.com;www.albergo-bucaneve.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1142761;672220225;427;1041;29;56;35.00;camera-con-bagno;1;45.00;12.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALOSCO;TRENTO;3-stelle;LA MONTANINA;VIA MIRAVALLE, 16;;38013;0463-831168;0463-831168;hotel@lamontanina.it;www.lamontanina.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1191197;949950224;427;1041;23;43;45.00;bicamera-con-bagno;;;16.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MALOSCO;TRENTO;3-stelle;PANORAMA WELLNESS & RESORT;VIALE PANORAMA, 6;;38013;0463-831201;0463-831296;info@hotelpanorama.to;www.hotelpanorama.to;A.P.T. VALLE DI NON;albergo;pensione-completa;1156961;1771380225;427;1041;83;152;40.00;camera-con-bagno;1;70.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;1-stella;CESA WALTER;STREDA DE PIE', 81;FONTANAZZO;38031;0462-750365;0462-750365;cesawalter@virgilio.it;www.alberghieturismo.it/mazzin/cesawalter;A.P.T. VALLE DI FASSA;garni;prima-colazione;1320211;1728160225;9528;1395;10;19;30.00;camera-con-bagno;1;40.00;;STANN45;TV in tutte le camere;;;;;;;;;;
MAZZIN;TRENTO;1-stella;VAL UDAI;PIAZ SENTA MARIA MADALENA, 1;;38031;0462-767165;0462-767165;info@hotelvaludai.com;www.hotelvaludai.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1225046;1919890226;429;1372;8;14;40.00;camera-con-bagno;1;50.00;30.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MAZZIN;TRENTO;2-stelle;CONTRIN;STREDA DEI PIE', 154;FONTANAZZO;38031;0462-750506;0462-750174;albergocontrin@virgilio.it;www.albergo-contrin.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1360999;624120226;9528;1395;19;34;42.00;camera-con-bagno;1;57.00;19.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MAZZIN;TRENTO;2-stelle;HOTEL VAJOLET;STREDA DE CAPITEL DEL MORO, 565;;38031;0462-757024;0462-757207;info@hotelvajoletfassa.it;www.hotelvajoletfassa.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1521921;2330490695;429;1372;20;35;50.00;camera-con-bagno;1;60.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;2-stelle;TYROLIA;STREDA DE PIE', 57;FONTANAZZO;38031;0462-750343;0462-750343;garni.tyrolia@tiscali.it;www.garnityrolia.com;A.P.T. VALLE DI FASSA;garni;prima-colazione;1386194;1610140228;9528;1395;21;34;42.00;camera-con-bagno;1;50.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MAZZIN;TRENTO;3-stelle;ALPENROSE;STREDA DE SCOFA, 48;;38031;0462-767342;0462-767342;info@hotelalpenrosefassa.com;www.hotelalpenrosefassa.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1365388;1150730222;429;1372;26;52;45.00;camera-con-bagno;1;70.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;3-stelle;CIAMOL;STREDA MADONA DEL CHERMIN, 651;FONTANAZZO;38031;0462-767117;0462-767290;info@hotelciamol.com;www.hotelciamol.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1376818;1743840223;9528;1395;16;34;45.00;bicamera-con-bagno;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;3-stelle;GARNI' PRA FIORI';STREDA MADONA DEL CHERMIN, 597;FONTANAZZO;38031;0462-767507;0462-767507;info@prafiori.com;www.prafiori.com;A.P.T. VALLE DI FASSA;garni;prima-colazione;114629353;2089140228;9528;1395;11;22;65.00;camera-con-bagno;2;140.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;3-stelle;HOTEL REGINA E FASSA;STREDA DE ROTIC, 197;CAMPESTRIN;38031;0462-767121;0462-767126;info@clubhotelregina.it;www.clubhotelregina.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1522564;4421090285;9526;1371;129;372;50.00;camera-con-bagno;1;180.00;22.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;3-stelle;MYOSOTIS;STREDA DE ROTIC, 954;CAMPESTRIN;38031;0462-767241;0462-767244;residencemyosotis@tin.it;www.valdifassatravel.it/residence_myosotis;A.P.T. VALLE DI FASSA;rta;solo-pernottamento;1524869;2966470656;9526;1371;62;237;5.00;appartamento;1;50.00;13.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MAZZIN;TRENTO;4-stelle;GOLDEN PARK RESORT;VIA MESC DE NOVACELA, 341;FONTANAZZO;38031;0462-750542;0462-751894;info@goldenparkresort.com;www.goldenparkresort.com;A.P.T. VALLE DI FASSA;garni;prima-colazione;262419468;2080000223;9528;1395;42;89;110.00;jr-suite;2;246.00;;STANN07;Ascensore per tutti i piani;GOLDEN PARK ROMANTIC CHALET;MAZZIN - MAZIN;FONTANAZZO;VIA MESC DE NOVACELA, 331;4-stelle;105.00;;camera-con-bagno;2;236.00
MAZZIN;TRENTO;nessuna-stella;VILLA CECILIA;STREDA DE PIAN DI MORTIE, 77;FONTANAZZO;38031;333-8668727;0462-767107;garni.cecilia@tiscali.it;www.garnivillacecilia.it;A.P.T. VALLE DI FASSA;garni;prima-colazione;1196155;309950228;9528;1395;8;19;21.00;camera-senza-bagno;2;60.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MEZZANA;TRENTO;2-stelle;LA BETULLA;VIA QUIRINO BEZZI, 34;;38020;0463-757275;0463-757344;info@hotellabetulla.com;www.hotellabetulla.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1165735;1384400220;430;940;13;25;40.00;bicamera-con-bagno;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle;ALPI R.T.A.;VIA DEL RIAL, 7;;38020;0463-757092;0463-756319;info@gaiaresidencehotel.it;www.gaiaresidencehotel.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;rta;prima-colazione;195431793;480610229;430;940;8;21;15.00;appartamento;2;170.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle;DALLA SERRA;LOCALITA' MARILLEVA 900;MARILLEVA 900;38020;0463-757118;0463-757057;info@hoteldallaserra.it;www.hoteldallaserra.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1154754;362000226;9536;900;27;64;60.00;camera-con-bagno;2;160.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle;GAIA RESIDENCE HOTEL;VIA DEL RIAL, 5;;38020;0463-757092;0463-756319;info@gaiaresidencehotel.it;www.gaiaresidencehotel.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;rta;prima-colazione;1475188;480610229;430;940;30;69;15.00;appartamento;2;120.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle;HOTEL SOLE ALTO;LOCALITA' MARILLEVA 1400, N. 1;MARILLEVA 1400;38020;0463-797056;0463-793222;ricevimento@solealtohotel.com;;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1257788;3798950873;9534;1400;43;88;86.00;camera-con-bagno;2;215.00;35.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MEZZANA;TRENTO;3-stelle;VILLAGGIO TURISTICO VALTUR MARILLEVA;LOC. MARILLEVA 1400, 79;MARILLEVA 1400;38020;0463-796170;0463-796153;caporicevimento.marilleva@valtur.it;www.valtur.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1423397;3213280286;9534;1400;275;623;140.00;camera-con-bagno;1;0.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle-s;ECCHER;VIA IV NOVEMBRE, 84;;38020;0463-757146;0463-756542;info@hoteleccher.it;www.hoteleccher.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1330583;1629350222;430;940;22;47;45.00;jr-suite;2;185.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle-s;HOTEL GARDEN;CIVICO N. 20;MARILLEVA 900;38020;0463-757290;0463-757220;info@hotelgardenmarilleva.it;www.hotelgardenmarilleva.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1159498;2270020221;9536;900;28;68;35.00;camera-con-bagno;2;135.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle-s;HOTEL SPORTING RAVELLI;LOCALITA' MARILLEVA 900;MARILLEVA 900;38020;0463-757159;0463-757473;info@sportinghotelravelli.it;www.sportinghotelravelli.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1317058;2188480228;9536;900;52;105;58.00;suite;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;3-stelle-s;VAL DI SOLE;VIA IV NOVEMBRE, 135;;38020;0463-757240;0463-757071;info@hotelvaldisole.it;www.hotelvaldisole.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1126815;314930223;430;940;66;126;75.00;camera-con-bagno;1;120.00;45.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;4-stelle;HOTEL SOLARIA;LOCALITA'  MARILLEVA 1400, 107;MARILLEVA 1400;38020;0835-953917;0463-763333;prenotazioni@hotelclubsolaria.it;www.hotelclubsolaria.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1128084;7732350967;9534;1400;120;282;100.00;jr-suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;4-stelle;MARILLEVA 1400;LOC. MARILLEVA 1400, 33;MARILLEVA 1400;38020;0463-796136;0463-796140;info.marilleva@perinivacanze.it;www.alberghimarilleva.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1222466;1189950221;9534;1400;98;217;95.00;bicamera-con-bagno;;;36.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;4-stelle;MONTE GINER;VIA 4 NOVEMBRE, 72;;38020;0463-757105;0463-757445;info@hotelmonteginer.com;www.hotelmonteginer.com;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1335603;357200229;430;940;53;98;110.00;jr-suite;;;72.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANA;TRENTO;4-stelle;PALACE HOTEL RAVELLI;VIA IV NOVEMBRE, 20;;38020;0463-757122;0463-757467;info@palacehotelravelli.it;www.palacehotelravelli.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1382177;1146660228;430;940;54;111;70.00;suite;;;45.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
MEZZANA;TRENTO;4-stelle;SALVADORI;VIA IV NOVEMBRE, 10;;38020;0463-757109;0463-757084;info@hotelsalvadori.it;www.hotelsalvadori.it;A.P.T. VALLI DI SOLE, PEJO E RABBI;albergo;pensione-completa;1205375;1042270221;430;940;40;80;148.50;suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANO;TRENTO;2-stelle;LA LONTRA;VIA DON BARTOLOMEO COSNER, 4;;38050;0439-67274;0439-725783;info@albergolalontra.it;www.albergolalontra.it;A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO;albergo;pensione-completa;1194945;1246320228;431;640;14;24;38.00;bicamera-con-bagno;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANO;TRENTO;2-stelle;SORIVE;VIA ROMA, 161;;38050;0439-62546;0439-821652;info@albergosorive.com;;A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO;albergo;pensione-completa;1209570;337170229;431;640;21;46;25.00;camera-con-bagno;2;80.00;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANO;TRENTO;3-stelle;SALGETTI;VIA ROMA, 149;;38050;0439-67172;0439-678065;salgetti@libero.it;www.hotelsalgetti.it;A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO;albergo;pensione-completa;1233349;253800221;431;640;35;64;40.00;camera-con-bagno;1;81.00;21.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZANO;TRENTO;4-stelle-s;HOTEL GARNI' PARADISI;VIA DEL PIAN;MEZZANO;38050;0439-725389;0439-725939;info@hgparadisi.it;www.hgparadisi.it;A.P.T. S.MARTINO DI CASTROZZA E PRIMIERO;garni;prima-colazione;234087439;2298120227;9544;640;13;27;100.00;jr-suite;2;320.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZOCORONA;TRENTO;1-stella;TRE CIME;LOCALITA'MONTE;MONTE DI MEZZOCORONA;38016;0461-603777;0461-603720;;www.trecimemezzocorona.it;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1228455;995320223;50000020;891;14;25;33.00;camera-con-bagno;1;45.00;17.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MEZZOCORONA;TRENTO;2-stelle;AI SPIAZZI;LOCALITA'MONTE, 29;MONTE DI MEZZOCORONA;38016;0461-605640;0461-605640;albergoaispiazzi@hotmail.com;www.albergoaispiazzi.it;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1133432;166440222;50000020;891;23;45;25.00;camera-con-bagno;1;35.00;21.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MEZZOCORONA;TRENTO;3-stelle;ALBERGO CAFFE' CENTRALE;PIAZZA S.GOTTARDO, 2;;38016;0461-602941;0461-602941;info@albergocaffecentrale.it;www.albergocaffecentrale.it;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1161769;2256790227;432;219;24;47;25.00;jr-suite;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZOCORONA;TRENTO;3-stelle;DRAGO;PIAZZA S.GOTTARDO, 46;;38016;0461-603824;0461-601940;info@hoteldrago.it;www.hoteldrago.it;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1122286;1146780224;432;219;30;56;30.00;camera-con-bagno;1;65.00;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZOLOMBARDO;TRENTO;1-stella;AL BORGHETTO;VIA E.DE VARDA, 10;;38017;0461-601204;0461-601204;ristoborghetto@gmail.com;www.visittrentino.it/it/a/trento-monte-bondone-valle-dei-laghi-valle-dell-adige/albergo-mezzolombardo-borghetto;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1139010;1811370228;433;227;16;25;33.00;camera-senza-bagno;1;38.00;24.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MEZZOLOMBARDO;TRENTO;2-stelle;AL SOLE;VIA ROTALIANA, 5;;38017;0461-601103;0461-603075;info@albergoalsolemezzolombardo.com;www.albergoalsolemezzolombardo.com;CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG;albergo;pensione-completa;1478282;811950229;433;227;17;25;20.00;camera-con-bagno;1;55.00;26.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
MOENA;TRENTO;1-stella;AURORA;STRADA DE SALEJADA, 24;;38035;0462-573116;0462-573848;aurora.moena@tin.it;aurora.moena@tin.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1241782;1100830221;434;1184;26;50;25.00;camera-senza-bagno;1;45.00;32.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);AURORA (DIP);MOENA - MOENA;;VIA ROVISI, 1;1-stella;40.00;;camera-senza-bagno;;
MOENA;TRENTO;1-stella;CORONA;STRADA RICCARDO LOWY,  3;;38035;0462-573148;;prenotazioni@hotel-deville.it;;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1527739;941370223;434;1184;14;26;24.00;camera-senza-bagno;1;36.00;26.00;;;;;;;;;;;;
MOENA;TRENTO;1-stella;MIRAVALLE;STRADA DE SOMEDA, 35;SOMEDA;38035;0462-573192;0462-573192;info@garnimiravalle.it;www.garnimiravalle.it;A.P.T. VALLE DI FASSA;garni;prima-colazione;1519228;1665240220;9567;1260;12;20;20.00;camera-con-bagno;1;48.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MOENA;TRENTO;2-stelle;ANCORA;STRADA RICCARDO LOWY, 76;;38035;0462-573223;0462-574279;info@hotel-ancora-moena.it;www.hotel-ancora-moena.it;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1379345;1616130223;434;1184;31;59;55.00;camera-senza-bagno;1;60.00;40.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
MOENA;TRENTO;2-stelle;HOTEL LA CAMPAGNOLA;STRADA DE SEN PELEGRIN, 36;;38035;0462-573232;0462-574622;info@hotellacampagnola.com;www.hotellacampagnola.com;A.P.T. VALLE DI FASSA;albergo;pensione-completa;1258579;1385760226;434;1184;30;62;51.00;camera-con-bagno;1;68.10;18.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
